sample_id,platform,domain,text,sentiment_label,emotion,intensity,formality,has_code_switching,cs_languages,politeness,is_implicit,timestamp,annotator_agreement,word_count,char_count,text_processed,has_negation,has_intensifier,has_euphemism,has_sarcasm_marker,split
INDO_00322,Instagram,Sosial & Politik,"Sungguh ""memuaskan"", sindirnya. Kebijakan kenaikan tarif pajak ternyata mengecewakan, rasanya sedih dengernya.",negatif,sedih,0.7,informal,False,Indonesia,rendah,False,2026-01-07 05:35:52,0.87,12,110,"sungguh ""memuaskan"", sindirnya. kebijakan kenaikan tarif pajak ternyata mengecewakan, rasanya sedih dengernya.",False,False,False,True,validation
INDO_00091,TikTok,Sosial & Politik,"Kebijakan kerja dari rumah bagus sekali, di luar dugaan, overall quality-nya impressive. parah sih",positif,senang,0.78,semi-formal,True,Indo-English,sedang,False,2026-03-03 06:07:03,0.8,14,98,"kebijakan kerja dari rumah bagus sekali, di luar dugaan, overall quality-nya impressive. parah sih",False,True,False,False,test
INDO_00181,TikTok,Layanan,"Layanan bank digital mengecewakan banget, agak bikin risih, experience-nya not worth it. wkwk",negatif,jijik,0.94,semi-formal,True,Indo-English,rendah,False,2026-03-19 21:33:48,0.83,13,93,"layanan bank digital mengecewakan banget, agak bikin risih, experience-nya not worth it. wkwk",False,True,False,False,test
INDO_00415,Twitter,Produk/E-commerce,"Jam tangan pintar tidak ada perubahan berarti, ya standar aja sih, packaging-nya okay-ish.",netral,netral,0.31,semi-formal,True,Indo-English,sedang,False,2026-02-21 23:45:46,0.85,13,90,"jam tangan pintar tidak ada perubahan berarti, ya standar aja sih, packaging-nya okay-ish.",True,False,False,False,train
INDO_00313,YouTube,Produk/E-commerce,"Permisi, Admin, sudah tiga hari menunggu kabar soal aksesoris handphone, belum ada respons apa pun. btw",negatif,marah,0.83,semi-formal,False,Indonesia,tinggi,True,2026-01-13 20:27:40,0.88,16,103,"permisi, admin, sudah tiga hari menunggu kabar soal aksesoris handphone, belum ada respons apa pun. btw",False,False,True,False,train
INDO_00279,Instagram,Produk/E-commerce,"Mohon maaf sebelumnya, Saudara/i, sampai harus komplain dua kali gara-gara aksesoris handphone, packaging-nya overrated. 🙏",negatif,sedih,0.7,semi-formal,True,Indo-English,tinggi,True,2026-02-10 23:15:04,0.83,15,122,"mohon maaf sebelumnya, saudara/i, sampai harus komplain dua kali gara-gara aksesoris handphone, packaging-nya overrated. 🙏",False,False,True,False,train
INDO_00382,TikTok,Hiburan & Film,"Permisi, Bapak/Ibu, review film yang lagi ramai dibahas berjalan sesuai standar, biasa-biasa saja. sumpah bener",netral,netral,0.38,semi-formal,False,Indonesia,tinggi,False,2026-04-21 03:15:02,0.94,15,111,"permisi, bapak/ibu, review film yang lagi ramai dibahas berjalan sesuai standar, biasa-biasa saja. sumpah bener",False,False,False,False,train
INDO_00473,YouTube,Wisata & Travel,"Wahana di Dufan berjalan sesuai standar, experience-nya nothing special. btw",netral,netral,0.04,formal,True,Indo-English,sedang,False,2026-03-03 02:30:18,0.8,10,76,"wahana di dufan berjalan sesuai standar, experience-nya nothing special. btw",False,False,False,False,train
INDO_00363,Twitter,Makanan & Minuman,Nasi uduk pagi hari tidak ada perubahan berarti. #review,netral,netral,0.36,semi-formal,False,Indonesia,sedang,False,2026-02-11 06:54:41,0.78,9,56,nasi uduk pagi hari tidak ada perubahan berarti. #review,True,False,False,False,train
INDO_00325,TikTok,Wisata & Travel,"Wah, ""hebat"" sekali. Pulau kecil di Kepulauan Seribu mengecewakan banget. wkwk",negatif,marah,0.88,informal,False,Indonesia,rendah,False,2026-04-07 22:35:10,0.78,11,78,"wah, ""hebat"" sekali. pulau kecil di kepulauan seribu mengecewakan banget. wkwk",False,True,False,True,train
INDO_00432,Instagram,Makanan & Minuman,"Warung makan Padang tidak ada perubahan berarti, customer service-nya so-so. 😊",netral,netral,0.34,semi-formal,True,Indo-English,rendah,False,2026-03-18 19:46:41,0.89,11,78,"warung makan padang tidak ada perubahan berarti, customer service-nya so-so. 😊",True,False,False,False,train
INDO_00348,YouTube,Makanan & Minuman,"Rendang daging sapi datang tepat waktu seperti biasanya, sungguh, packaging-nya so-so.",netral,netral,0.21,formal,True,Indo-English,sedang,True,2026-03-31 02:24:16,0.85,11,86,"rendang daging sapi datang tepat waktu seperti biasanya, sungguh, packaging-nya so-so.",False,True,True,False,test
INDO_00087,Instagram,Layanan,"Jasa pengiriman paket ternyata memuaskan, delivery-nya amazing. ✨",positif,senang,0.84,informal,True,Indo-English,sedang,False,2026-01-28 17:49:47,0.91,8,65,"jasa pengiriman paket ternyata memuaskan, delivery-nya amazing. ✨",False,False,False,False,train
INDO_00076,YouTube,Hiburan & Film,"Serial drama di platform streaming bagus sekali, di luar dugaan, customer service-nya highly recommended. btw",positif,senang,0.65,semi-formal,True,Indo-English,rendah,False,2026-02-21 10:25:51,0.75,15,109,"serial drama di platform streaming bagus sekali, di luar dugaan, customer service-nya highly recommended. btw",False,True,False,False,train
INDO_00439,Instagram,Hiburan & Film,"Serial anime yang lagi tayang berjalan sesuai standar, delivery-nya nothing special. 😊",netral,netral,0.4,semi-formal,True,Indo-English,sedang,False,2026-01-28 02:43:28,0.92,12,86,"serial anime yang lagi tayang berjalan sesuai standar, delivery-nya nothing special. 😊",False,False,False,False,train
INDO_00016,Twitter,Sosial & Politik,"Diskusi soal reformasi birokrasi sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya impressive. #curhat",positif,senang,0.84,informal,True,Indo-English,rendah,False,2026-02-17 21:22:02,0.75,15,129,"diskusi soal reformasi birokrasi sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya impressive. #curhat",True,True,False,False,validation
INDO_00250,Instagram,Wisata & Travel,"Resort tepi pantai di Lombok sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, experience-nya disappointing. 🙏",negatif,sedih,0.68,semi-formal,True,Indo-English,sedang,False,2026-04-20 00:09:54,0.75,18,127,"resort tepi pantai di lombok sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, experience-nya disappointing. 🙏",True,True,False,False,train
INDO_00434,Instagram,Makanan & Minuman,"Warung makan Padang tidak ada perubahan berarti, delivery-nya okay-ish.",netral,netral,0.26,semi-formal,True,Indo-English,rendah,False,2026-04-15 15:48:58,0.75,9,71,"warung makan padang tidak ada perubahan berarti, delivery-nya okay-ish.",True,False,False,False,train
INDO_00020,Instagram,Makanan & Minuman,Mie ayam legendaris memuaskan banget.,positif,senang,0.63,formal,False,Indonesia,rendah,False,2026-02-21 00:27:52,0.86,5,37,mie ayam legendaris memuaskan banget.,False,True,False,False,test
INDO_00323,TikTok,Makanan & Minuman,"""Terbaik"", katanya. Kue kering buatan rumahan mengecewakan banget. wkwk",negatif,marah,0.9,formal,False,Indonesia,rendah,False,2026-04-24 12:22:05,0.73,9,71,"""terbaik"", katanya. kue kering buatan rumahan mengecewakan banget. wkwk",False,True,False,True,train
INDO_00333,YouTube,Makanan & Minuman,"Sop buntut sama sekali tidak sesuai, bikin kecewa banget, packaging-nya a waste of money.",negatif,marah,0.57,informal,True,Indo-English,rendah,False,2026-03-25 04:38:46,0.84,14,89,"sop buntut sama sekali tidak sesuai, bikin kecewa banget, packaging-nya a waste of money.",True,True,False,False,train
INDO_00057,YouTube,Hiburan & Film,Film dokumenter tentang budaya daerah memuaskan banget.,positif,senang,0.73,informal,False,Indonesia,sedang,False,2026-04-24 07:27:37,0.76,7,55,film dokumenter tentang budaya daerah memuaskan banget.,False,True,False,False,test
INDO_00302,Instagram,Produk/E-commerce,"Jam tangan pintar sama sekali tidak sesuai, bikin kecewa banget, rasanya sedih dengernya. ✨",negatif,sedih,0.56,informal,False,Indonesia,sedang,False,2026-03-19 13:20:28,0.96,14,91,"jam tangan pintar sama sekali tidak sesuai, bikin kecewa banget, rasanya sedih dengernya. ✨",True,True,False,False,train
INDO_00230,TikTok,Makanan & Minuman,"Rendang daging sapi ternyata mengecewakan, jujur bikin kecewa, packaging-nya so bad.",negatif,sedih,0.77,informal,True,Indo-English,sedang,False,2026-03-12 07:01:32,0.81,11,84,"rendang daging sapi ternyata mengecewakan, jujur bikin kecewa, packaging-nya so bad.",False,False,False,False,train
INDO_00332,Twitter,Produk/E-commerce,"Terima kasih sebelumnya, Admin, sampai harus komplain dua kali gara-gara power bank kapasitas besar, sungguh.",negatif,sedih,0.78,formal,False,Indonesia,tinggi,True,2026-02-12 14:06:31,0.88,15,109,"terima kasih sebelumnya, admin, sampai harus komplain dua kali gara-gara power bank kapasitas besar, sungguh.",False,True,False,False,train
INDO_00133,YouTube,Layanan,"Layanan pengembalian barang sesuai ekspektasi, customer service-nya worth it. btw",positif,senang,0.87,semi-formal,True,Indo-English,sedang,False,2026-01-27 20:40:21,0.76,10,81,"layanan pengembalian barang sesuai ekspektasi, customer service-nya worth it. btw",False,False,False,False,train
INDO_00138,TikTok,Sosial & Politik,"Diskusi soal reformasi birokrasi memuaskan banget, bikin senyum sendiri. wkwk",positif,senang,0.84,informal,False,Indonesia,rendah,False,2026-04-09 22:33:52,0.9,10,77,"diskusi soal reformasi birokrasi memuaskan banget, bikin senyum sendiri. wkwk",False,True,False,False,validation
INDO_00424,TikTok,Makanan & Minuman,"Sate ayam Madura tidak ada perubahan berarti, delivery-nya just average. sumpah bener",netral,netral,0.18,informal,True,Indo-English,sedang,False,2026-04-06 19:57:01,0.83,12,85,"sate ayam madura tidak ada perubahan berarti, delivery-nya just average. sumpah bener",True,False,False,False,train
INDO_00336,Instagram,Produk/E-commerce,"Tas kulit buatan lokal berjalan sesuai standar, ya standar aja sih. ✨",netral,netral,0.2,semi-formal,False,Indonesia,sedang,False,2026-01-18 15:40:06,0.82,12,69,"tas kulit buatan lokal berjalan sesuai standar, ya standar aja sih. ✨",False,False,False,False,train
INDO_00026,TikTok,Makanan & Minuman,"Gudeg khas Jogja sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it.",positif,senang,0.76,informal,True,Indo-English,rendah,False,2026-01-10 03:34:41,0.94,14,103,"gudeg khas jogja sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it.",True,True,False,False,train
INDO_00465,TikTok,Produk/E-commerce,"Tas kulit buatan lokal berjalan sesuai standar, biasa-biasa saja, customer service-nya nothing special.",netral,netral,0.02,formal,True,Indo-English,sedang,False,2026-01-22 07:00:07,0.84,13,103,"tas kulit buatan lokal berjalan sesuai standar, biasa-biasa saja, customer service-nya nothing special.",False,False,False,False,test
INDO_00282,TikTok,Wisata & Travel,"Pulau kecil di Kepulauan Seribu sama sekali tidak sesuai, bikin kecewa banget, customer service-nya so bad. wkwk",negatif,sedih,0.72,semi-formal,True,Indo-English,rendah,False,2026-01-30 16:17:31,0.81,17,112,"pulau kecil di kepulauan seribu sama sekali tidak sesuai, bikin kecewa banget, customer service-nya so bad. wkwk",True,True,False,False,train
INDO_00248,Twitter,Sosial & Politik,"Diskusi soal reformasi birokrasi sama sekali tidak sesuai, bikin kecewa banget, rasanya sedih dengernya, customer service-nya a waste of money.",negatif,sedih,0.69,semi-formal,True,Indo-English,sedang,False,2026-02-01 01:34:12,0.85,20,143,"diskusi soal reformasi birokrasi sama sekali tidak sesuai, bikin kecewa banget, rasanya sedih dengernya, customer service-nya a waste of money.",True,True,False,False,train
INDO_00238,Instagram,Sosial & Politik,"Isu lingkungan di kota besar sama sekali tidak sesuai, bikin kecewa banget. ✨",negatif,sedih,0.86,semi-formal,False,Indonesia,sedang,False,2026-03-23 23:24:28,0.84,13,77,"isu lingkungan di kota besar sama sekali tidak sesuai, bikin kecewa banget. ✨",True,True,False,False,train
INDO_00118,TikTok,Hiburan & Film,Langsung aku rekomendasikan film layar lebar akhir pekan ini ke semua teman dekat. sumpah bener,positif,senang,0.87,informal,False,Indonesia,sedang,True,2026-04-26 19:28:03,0.88,15,95,langsung aku rekomendasikan film layar lebar akhir pekan ini ke semua teman dekat. sumpah bener,False,False,True,False,train
INDO_00043,YouTube,Produk/E-commerce,"Smartphone rilisan terbaru bagus sekali, di luar dugaan, seneng banget jujur, experience-nya worth it. min",positif,senang,0.74,informal,True,Indo-English,rendah,False,2026-01-13 08:03:38,0.9,15,106,"smartphone rilisan terbaru bagus sekali, di luar dugaan, seneng banget jujur, experience-nya worth it. min",False,True,False,False,train
INDO_00221,TikTok,Hiburan & Film,"Dengan hormat, Admin, sudah tiga hari menunggu kabar soal film animasi buatan studio lokal, belum ada respons apa pun, delivery-nya a waste of money. sumpah bener",negatif,marah,0.63,informal,True,Indo-English,tinggi,True,2026-03-16 17:08:44,0.79,26,162,"dengan hormat, admin, sudah tiga hari menunggu kabar soal film animasi buatan studio lokal, belum ada respons apa pun, delivery-nya a waste of money. sumpah bener",False,False,True,False,train
INDO_00177,YouTube,Hiburan & Film,"Festival film independen tahun ini sama sekali tidak sesuai, bikin kecewa banget, bikin eneg juga, customer service-nya a waste of money.",negatif,jijik,0.87,semi-formal,True,Indo-English,rendah,False,2026-03-16 02:28:29,0.91,21,137,"festival film independen tahun ini sama sekali tidak sesuai, bikin kecewa banget, bikin eneg juga, customer service-nya a waste of money.",True,True,False,False,train
INDO_00321,Twitter,Makanan & Minuman,"Nasi goreng kampung mengecewakan banget, overall quality-nya not worth it. #curhat",negatif,sedih,0.85,informal,True,Indo-English,rendah,False,2026-04-26 17:02:28,0.74,11,82,"nasi goreng kampung mengecewakan banget, overall quality-nya not worth it. #curhat",False,True,False,False,train
INDO_00154,Instagram,Makanan & Minuman,"Permisi, pihak terkait, sudah yang ketiga kalinya aku balik lagi ke rendang daging sapi. ✨",positif,senang,0.84,informal,False,Indonesia,tinggi,True,2026-04-01 21:16:14,0.97,15,90,"permisi, pihak terkait, sudah yang ketiga kalinya aku balik lagi ke rendang daging sapi. ✨",False,False,True,False,test
INDO_00232,Instagram,Hiburan & Film,"Film horor lokal yang baru rilis sama sekali tidak sesuai, bikin kecewa banget. 🙏",negatif,jijik,0.64,informal,False,Indonesia,sedang,False,2026-04-13 17:51:05,0.7,14,81,"film horor lokal yang baru rilis sama sekali tidak sesuai, bikin kecewa banget. 🙏",True,True,False,False,validation
INDO_00228,YouTube,Wisata & Travel,"Air terjun Sipiso-piso sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, experience-nya so bad. min",negatif,sedih,0.9,formal,True,Indo-English,rendah,False,2026-02-18 19:40:28,0.84,17,116,"air terjun sipiso-piso sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, experience-nya so bad. min",True,True,False,False,train
INDO_00418,Twitter,Layanan,"Layanan pelanggan operator seluler berjalan sesuai standar, biasa-biasa saja, packaging-nya so-so.",netral,netral,0.11,semi-formal,True,Indo-English,sedang,False,2026-04-18 10:13:10,0.86,11,98,"layanan pelanggan operator seluler berjalan sesuai standar, biasa-biasa saja, packaging-nya so-so.",False,False,False,False,train
INDO_00204,Twitter,Hiburan & Film,"Acara musik di TV nasional sama sekali tidak sesuai, bikin kecewa banget.",negatif,jijik,0.59,semi-formal,False,Indonesia,sedang,False,2026-01-03 05:30:19,0.97,12,73,"acara musik di tv nasional sama sekali tidak sesuai, bikin kecewa banget.",True,True,False,False,train
INDO_00127,TikTok,Sosial & Politik,"Wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan. wkwk",positif,senang,0.61,semi-formal,False,Indonesia,sedang,False,2026-01-23 05:50:59,0.75,10,74,"wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan. wkwk",False,True,False,False,train
INDO_00330,YouTube,Produk/E-commerce,"Sepatu sneakers impor sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya a waste of money. min",negatif,sedih,0.94,semi-formal,True,Indo-English,sedang,False,2026-04-15 06:27:47,0.79,17,110,"sepatu sneakers impor sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya a waste of money. min",True,True,False,False,train
INDO_00032,Twitter,Produk/E-commerce,"Kursi gaming ergonomis ternyata memuaskan, kaget juga awalnya, delivery-nya highly recommended. #curhat",positif,terkejut,0.85,informal,True,Indo-English,sedang,False,2026-02-21 19:29:43,0.75,12,103,"kursi gaming ergonomis ternyata memuaskan, kaget juga awalnya, delivery-nya highly recommended. #curhat",False,False,False,False,test
INDO_00114,YouTube,Layanan,"Aplikasi ojek online ternyata bagus sekali, experience-nya so good.",positif,senang,0.68,informal,True,Indo-English,sedang,False,2026-03-08 01:19:57,0.95,9,67,"aplikasi ojek online ternyata bagus sekali, experience-nya so good.",False,False,False,False,test
INDO_00471,TikTok,Layanan,"Layanan reservasi hotel online berjalan sesuai standar, customer service-nya nothing special. wkwk",netral,netral,0.13,formal,True,Indo-English,rendah,False,2026-01-22 15:52:14,0.88,12,98,"layanan reservasi hotel online berjalan sesuai standar, customer service-nya nothing special. wkwk",False,False,False,False,train
INDO_00272,TikTok,Hiburan & Film,"Lagu baru dari penyanyi lokal sama sekali tidak sesuai, bikin kecewa banget, sempet bikin geram.",negatif,marah,0.54,semi-formal,False,Indonesia,sedang,False,2026-02-26 23:48:35,0.72,15,96,"lagu baru dari penyanyi lokal sama sekali tidak sesuai, bikin kecewa banget, sempet bikin geram.",True,True,False,False,train
INDO_00141,TikTok,Sosial & Politik,"Debat publik soal pendidikan bagus sekali, di luar dugaan, rasanya senang banget.",positif,senang,0.95,semi-formal,False,Indonesia,rendah,False,2026-03-26 10:09:10,0.92,12,81,"debat publik soal pendidikan bagus sekali, di luar dugaan, rasanya senang banget.",False,True,False,False,train
INDO_00058,TikTok,Produk/E-commerce,"Jam tangan pintar sesuai ekspektasi, experience-nya worth it. wkwk",positif,terkejut,0.76,informal,True,Indo-English,rendah,False,2026-01-31 17:04:06,0.83,9,66,"jam tangan pintar sesuai ekspektasi, experience-nya worth it. wkwk",False,False,False,False,train
INDO_00193,YouTube,Hiburan & Film,"Webtoon yang lagi hits sama sekali tidak sesuai, bikin kecewa banget, experience-nya so bad.",negatif,sedih,0.95,informal,True,Indo-English,rendah,False,2026-03-30 02:30:20,0.84,14,92,"webtoon yang lagi hits sama sekali tidak sesuai, bikin kecewa banget, experience-nya so bad.",True,True,False,False,train
INDO_00025,Twitter,Produk/E-commerce,Earphone Bluetooth murah ternyata memuaskan. #curhat,positif,terkejut,0.92,informal,False,Indonesia,sedang,False,2026-01-01 15:07:27,0.75,6,52,earphone bluetooth murah ternyata memuaskan. #curhat,False,False,False,False,validation
INDO_00018,Instagram,Makanan & Minuman,"Kedai boba yang baru buka memuaskan banget, seneng banget jujur, experience-nya amazing. 😊",positif,senang,0.86,informal,True,Indo-English,rendah,False,2026-02-21 03:28:54,0.76,13,90,"kedai boba yang baru buka memuaskan banget, seneng banget jujur, experience-nya amazing. 😊",False,True,False,False,validation
INDO_00266,Instagram,Makanan & Minuman,Seblak pedas level lima ternyata mengecewakan. 🙏,negatif,sedih,0.63,informal,False,Indonesia,rendah,False,2026-04-08 04:54:01,0.72,7,48,seblak pedas level lima ternyata mengecewakan. 🙏,False,False,False,False,train
INDO_00067,TikTok,Layanan,"Customer service e-commerce sesuai ekspektasi, overall quality-nya amazing. parah sih",positif,terkejut,0.98,semi-formal,True,Indo-English,sedang,False,2026-02-04 16:34:41,0.87,10,85,"customer service e-commerce sesuai ekspektasi, overall quality-nya amazing. parah sih",False,False,False,False,train
INDO_00209,Instagram,Hiburan & Film,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, overall quality-nya so bad.",negatif,jijik,0.84,semi-formal,True,Indo-English,tinggi,True,2026-04-09 13:58:05,0.84,18,128,"dengan hormat, saudara/i, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, overall quality-nya so bad.",False,False,True,False,train
INDO_00480,TikTok,Makanan & Minuman,Kedai boba yang baru buka tidak ada perubahan berarti. sumpah bener,netral,netral,0.04,informal,False,Indonesia,sedang,False,2026-01-21 15:54:37,0.85,11,67,kedai boba yang baru buka tidak ada perubahan berarti. sumpah bener,True,False,False,False,train
INDO_00095,YouTube,Produk/E-commerce,"Smartphone rilisan terbaru sesuai ekspektasi, seneng banget jujur. min",positif,senang,0.8,informal,False,Indonesia,sedang,False,2026-02-27 22:51:12,0.85,9,70,"smartphone rilisan terbaru sesuai ekspektasi, seneng banget jujur. min",False,False,False,False,train
INDO_00254,Instagram,Wisata & Travel,"""Terbaik"", katanya. Trip ke Pulau Komodo ternyata mengecewakan, overall quality-nya disappointing. 🙏",negatif,sedih,0.72,informal,True,Indo-English,sedang,False,2026-04-09 13:52:49,0.79,12,100,"""terbaik"", katanya. trip ke pulau komodo ternyata mengecewakan, overall quality-nya disappointing. 🙏",False,False,False,True,train
INDO_00267,Instagram,Layanan,"Customer service maskapai sama sekali tidak sesuai, bikin kecewa banget. 😊",negatif,sedih,0.53,formal,False,Indonesia,sedang,False,2026-04-29 06:00:24,0.75,11,74,"customer service maskapai sama sekali tidak sesuai, bikin kecewa banget. 😊",True,True,False,False,train
INDO_00024,YouTube,Produk/E-commerce,"Kamera mirrorless entry level sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it.",positif,senang,0.68,informal,True,Indo-English,sedang,False,2026-02-08 14:59:34,0.76,15,116,"kamera mirrorless entry level sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it.",True,True,False,False,train
INDO_00223,YouTube,Wisata & Travel,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara paket wisata ke Yogyakarta.",negatif,sedih,0.79,formal,False,Indonesia,tinggi,True,2026-01-30 16:16:57,0.81,13,94,"dengan hormat, saudara/i, sampai harus komplain dua kali gara-gara paket wisata ke yogyakarta.",False,False,False,False,train
INDO_00262,Instagram,Wisata & Travel,"Permisi, Bapak/Ibu, sampai harus komplain dua kali gara-gara paket tur ke Raja Ampat, sungguh.",negatif,sedih,0.53,semi-formal,False,Indonesia,tinggi,True,2026-03-14 14:33:53,0.76,14,94,"permisi, bapak/ibu, sampai harus komplain dua kali gara-gara paket tur ke raja ampat, sungguh.",False,True,False,False,test
INDO_00427,YouTube,Makanan & Minuman,Tidak ada yang berbeda dari kopi hitam tubruk dibanding hari-hari sebelumnya. min,netral,netral,0.33,formal,False,Indonesia,sedang,True,2026-02-01 08:52:23,0.84,12,81,tidak ada yang berbeda dari kopi hitam tubruk dibanding hari-hari sebelumnya. min,True,False,True,False,train
INDO_00006,Twitter,Produk/E-commerce,"Gadget elektronik murah bagus sekali, di luar dugaan, packaging-nya impressive.",positif,terkejut,0.71,informal,True,Indo-English,rendah,False,2026-04-15 17:41:18,0.81,10,79,"gadget elektronik murah bagus sekali, di luar dugaan, packaging-nya impressive.",False,True,False,False,validation
INDO_00117,Instagram,Produk/E-commerce,"Produk kecantikan yang lagi viral ternyata bagus sekali, di luar dugaan. ✨",positif,terkejut,0.61,informal,False,Indonesia,sedang,False,2026-04-13 23:37:38,0.84,12,74,"produk kecantikan yang lagi viral ternyata bagus sekali, di luar dugaan. ✨",False,False,False,False,train
INDO_00046,TikTok,Wisata & Travel,Kawasan Malioboro sesuai ekspektasi. sumpah bener,positif,senang,0.75,formal,False,Indonesia,sedang,False,2026-01-01 02:39:54,0.89,6,49,kawasan malioboro sesuai ekspektasi. sumpah bener,False,False,False,False,train
INDO_00017,TikTok,Makanan & Minuman,"Kopi hitam tubruk ternyata bagus sekali, seneng banget jujur, delivery-nya impressive. parah sih",positif,senang,0.7,informal,True,Indo-English,sedang,False,2026-04-27 07:17:02,0.74,13,96,"kopi hitam tubruk ternyata bagus sekali, seneng banget jujur, delivery-nya impressive. parah sih",False,False,False,False,validation
INDO_00463,YouTube,Hiburan & Film,"Film animasi buatan studio lokal tidak ada perubahan berarti, delivery-nya so-so.",netral,netral,0.28,informal,True,Indo-English,sedang,False,2026-03-04 22:40:36,0.83,11,81,"film animasi buatan studio lokal tidak ada perubahan berarti, delivery-nya so-so.",True,False,False,False,train
INDO_00358,YouTube,Wisata & Travel,"Pantai Kuta di Bali berjalan sesuai standar, packaging-nya nothing special.",netral,netral,0.1,semi-formal,True,Indo-English,sedang,False,2026-04-05 21:04:03,0.85,10,75,"pantai kuta di bali berjalan sesuai standar, packaging-nya nothing special.",False,False,False,False,train
INDO_00004,YouTube,Hiburan & Film,Film layar lebar akhir pekan ini memuaskan banget.,positif,senang,0.92,informal,False,Indonesia,sedang,False,2026-01-04 18:46:05,0.86,8,50,film layar lebar akhir pekan ini memuaskan banget.,False,True,False,False,test
INDO_00219,TikTok,Wisata & Travel,"""Terbaik"", katanya. Wisata budaya di Toraja ternyata mengecewakan, overall quality-nya a waste of money.",negatif,sedih,0.81,semi-formal,True,Indo-English,sedang,False,2026-01-22 17:20:28,0.83,14,104,"""terbaik"", katanya. wisata budaya di toraja ternyata mengecewakan, overall quality-nya a waste of money.",False,False,False,True,train
INDO_00406,Instagram,Makanan & Minuman,"Kue kering buatan rumahan tidak ada perubahan berarti, biasa-biasa saja, packaging-nya nothing special. 🙏",netral,netral,0.3,semi-formal,True,Indo-English,rendah,False,2026-03-12 11:36:46,0.77,14,105,"kue kering buatan rumahan tidak ada perubahan berarti, biasa-biasa saja, packaging-nya nothing special. 🙏",True,False,False,False,validation
INDO_00061,TikTok,Wisata & Travel,"Resort tepi pantai di Lombok sama sekali tidak mengecewakan, malah memuaskan banget, experience-nya so good. parah sih",positif,senang,0.94,informal,True,Indo-English,rendah,False,2026-03-01 17:07:10,0.97,17,118,"resort tepi pantai di lombok sama sekali tidak mengecewakan, malah memuaskan banget, experience-nya so good. parah sih",True,True,False,False,train
INDO_00111,Twitter,Wisata & Travel,"Rute road trip Trans-Sumatra bagus sekali, di luar dugaan, packaging-nya amazing.",positif,senang,0.96,informal,True,Indo-English,rendah,False,2026-02-16 11:55:43,0.94,11,81,"rute road trip trans-sumatra bagus sekali, di luar dugaan, packaging-nya amazing.",False,True,False,False,validation
INDO_00319,YouTube,Produk/E-commerce,"Produk kecantikan yang lagi viral mengecewakan banget, packaging-nya overrated. min",negatif,sedih,0.77,semi-formal,True,Indo-English,rendah,False,2026-01-12 05:57:03,0.82,10,83,"produk kecantikan yang lagi viral mengecewakan banget, packaging-nya overrated. min",False,True,False,False,test
INDO_00429,Twitter,Wisata & Travel,Spot foto di Nusa Penida tidak ada perubahan berarti. #curhat,netral,netral,0.01,semi-formal,False,Indonesia,sedang,False,2026-02-16 18:32:34,0.87,10,61,spot foto di nusa penida tidak ada perubahan berarti. #curhat,True,False,False,False,validation
INDO_00030,YouTube,Sosial & Politik,"Diskusi soal reformasi birokrasi sama sekali tidak mengecewakan, malah memuaskan banget, bikin senyum sendiri, delivery-nya impressive.",positif,senang,0.85,informal,True,Indo-English,rendah,False,2026-04-21 04:04:29,0.87,16,135,"diskusi soal reformasi birokrasi sama sekali tidak mengecewakan, malah memuaskan banget, bikin senyum sendiri, delivery-nya impressive.",True,True,False,False,train
INDO_00438,TikTok,Sosial & Politik,"Program vaksinasi nasional berjalan seperti hari-hari biasa saja, sungguh, experience-nya okay-ish. parah sih",netral,netral,0.26,semi-formal,True,Indo-English,sedang,True,2026-01-16 07:02:04,0.81,13,109,"program vaksinasi nasional berjalan seperti hari-hari biasa saja, sungguh, experience-nya okay-ish. parah sih",False,True,True,False,test
INDO_00472,YouTube,Sosial & Politik,"Mohon maaf sebelumnya, pihak terkait, program bantuan sosial pemerintah berjalan sesuai standar, ya standar aja sih.",netral,netral,0.27,formal,False,Indonesia,tinggi,False,2026-01-17 15:10:26,0.77,16,116,"mohon maaf sebelumnya, pihak terkait, program bantuan sosial pemerintah berjalan sesuai standar, ya standar aja sih.",False,False,False,False,test
INDO_00027,Twitter,Hiburan & Film,Channel YouTube gaming lokal memuaskan banget.,positif,terkejut,0.71,informal,False,Indonesia,rendah,False,2026-04-05 08:52:46,0.91,6,46,channel youtube gaming lokal memuaskan banget.,False,True,False,False,train
