sample_id,platform,domain,text,sentiment_label,emotion,intensity,formality,has_code_switching,cs_languages,politeness,is_implicit,timestamp,annotator_agreement,word_count,char_count
INDO_00177,YouTube,Hiburan & Film,"Festival film independen tahun ini sama sekali tidak sesuai, bikin kecewa banget, bikin eneg juga, customer service-nya a waste of money.",negatif,jijik,0.87,semi-formal,True,Indo-English,rendah,False,2026-03-16 02:28:29,0.91,21,137
INDO_00321,Twitter,Makanan & Minuman,"Nasi goreng kampung mengecewakan banget, overall quality-nya not worth it. #curhat",negatif,sedih,0.85,informal,True,Indo-English,rendah,False,2026-04-26 17:02:28,0.74,11,82
INDO_00154,Instagram,Makanan & Minuman,"Permisi, pihak terkait, sudah yang ketiga kalinya aku balik lagi ke rendang daging sapi. ✨",positif,senang,0.84,informal,False,Indonesia,tinggi,True,2026-04-01 21:16:14,0.97,15,90
INDO_00232,Instagram,Hiburan & Film,"Film horor lokal yang baru rilis sama sekali tidak sesuai, bikin kecewa banget. 🙏",negatif,jijik,0.64,informal,False,Indonesia,sedang,False,2026-04-13 17:51:05,0.7,14,81
INDO_00228,YouTube,Wisata & Travel,"Air terjun Sipiso-piso sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, experience-nya so bad. min",negatif,sedih,0.9,formal,True,Indo-English,rendah,False,2026-02-18 19:40:28,0.84,17,116
INDO_00418,Twitter,Layanan,"Layanan pelanggan operator seluler berjalan sesuai standar, biasa-biasa saja, packaging-nya so-so.",netral,netral,0.11,semi-formal,True,Indo-English,sedang,False,2026-04-18 10:13:10,0.86,11,98
INDO_00204,Twitter,Hiburan & Film,"Acara musik di TV nasional sama sekali tidak sesuai, bikin kecewa banget.",negatif,jijik,0.59,semi-formal,False,Indonesia,sedang,False,2026-01-03 05:30:19,0.97,12,73
INDO_00127,TikTok,Sosial & Politik,"Wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan. wkwk",positif,senang,0.61,semi-formal,False,Indonesia,sedang,False,2026-01-23 05:50:59,0.75,10,74
INDO_00330,YouTube,Produk/E-commerce,"Sepatu sneakers impor sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya a waste of money. min",negatif,sedih,0.94,semi-formal,True,Indo-English,sedang,False,2026-04-15 06:27:47,0.79,17,110
INDO_00032,Twitter,Produk/E-commerce,"Kursi gaming ergonomis ternyata memuaskan, kaget juga awalnya, delivery-nya highly recommended. #curhat",positif,terkejut,0.85,informal,True,Indo-English,sedang,False,2026-02-21 19:29:43,0.75,12,103
INDO_00114,YouTube,Layanan,"Aplikasi ojek online ternyata bagus sekali, experience-nya so good.",positif,senang,0.68,informal,True,Indo-English,sedang,False,2026-03-08 01:19:57,0.95,9,67
INDO_00471,TikTok,Layanan,"Layanan reservasi hotel online berjalan sesuai standar, customer service-nya nothing special. wkwk",netral,netral,0.13,formal,True,Indo-English,rendah,False,2026-01-22 15:52:14,0.88,12,98
INDO_00272,TikTok,Hiburan & Film,"Lagu baru dari penyanyi lokal sama sekali tidak sesuai, bikin kecewa banget, sempet bikin geram.",negatif,marah,0.54,semi-formal,False,Indonesia,sedang,False,2026-02-26 23:48:35,0.72,15,96
INDO_00141,TikTok,Sosial & Politik,"Debat publik soal pendidikan bagus sekali, di luar dugaan, rasanya senang banget.",positif,senang,0.95,semi-formal,False,Indonesia,rendah,False,2026-03-26 10:09:10,0.92,12,81
INDO_00058,TikTok,Produk/E-commerce,"Jam tangan pintar sesuai ekspektasi, experience-nya worth it. wkwk",positif,terkejut,0.76,informal,True,Indo-English,rendah,False,2026-01-31 17:04:06,0.83,9,66
INDO_00193,YouTube,Hiburan & Film,"Webtoon yang lagi hits sama sekali tidak sesuai, bikin kecewa banget, experience-nya so bad.",negatif,sedih,0.95,informal,True,Indo-English,rendah,False,2026-03-30 02:30:20,0.84,14,92
INDO_00025,Twitter,Produk/E-commerce,Earphone Bluetooth murah ternyata memuaskan. #curhat,positif,terkejut,0.92,informal,False,Indonesia,sedang,False,2026-01-01 15:07:27,0.75,6,52
INDO_00018,Instagram,Makanan & Minuman,"Kedai boba yang baru buka memuaskan banget, seneng banget jujur, experience-nya amazing. 😊",positif,senang,0.86,informal,True,Indo-English,rendah,False,2026-02-21 03:28:54,0.76,13,90
INDO_00266,Instagram,Makanan & Minuman,Seblak pedas level lima ternyata mengecewakan. 🙏,negatif,sedih,0.63,informal,False,Indonesia,rendah,False,2026-04-08 04:54:01,0.72,7,48
INDO_00067,TikTok,Layanan,"Customer service e-commerce sesuai ekspektasi, overall quality-nya amazing. parah sih",positif,terkejut,0.98,semi-formal,True,Indo-English,sedang,False,2026-02-04 16:34:41,0.87,10,85
INDO_00209,Instagram,Hiburan & Film,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, overall quality-nya so bad.",negatif,jijik,0.84,semi-formal,True,Indo-English,tinggi,True,2026-04-09 13:58:05,0.84,18,128
INDO_00480,TikTok,Makanan & Minuman,Kedai boba yang baru buka tidak ada perubahan berarti. sumpah bener,netral,netral,0.04,informal,False,Indonesia,sedang,False,2026-01-21 15:54:37,0.85,11,67
INDO_00095,YouTube,Produk/E-commerce,"Smartphone rilisan terbaru sesuai ekspektasi, seneng banget jujur. min",positif,senang,0.8,informal,False,Indonesia,sedang,False,2026-02-27 22:51:12,0.85,9,70
INDO_00254,Instagram,Wisata & Travel,"""Terbaik"", katanya. Trip ke Pulau Komodo ternyata mengecewakan, overall quality-nya disappointing. 🙏",negatif,sedih,0.72,informal,True,Indo-English,sedang,False,2026-04-09 13:52:49,0.79,12,100
INDO_00267,Instagram,Layanan,"Customer service maskapai sama sekali tidak sesuai, bikin kecewa banget. 😊",negatif,sedih,0.53,formal,False,Indonesia,sedang,False,2026-04-29 06:00:24,0.75,11,74
INDO_00024,YouTube,Produk/E-commerce,"Kamera mirrorless entry level sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it.",positif,senang,0.68,informal,True,Indo-English,sedang,False,2026-02-08 14:59:34,0.76,15,116
INDO_00223,YouTube,Wisata & Travel,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara paket wisata ke Yogyakarta.",negatif,sedih,0.79,formal,False,Indonesia,tinggi,True,2026-01-30 16:16:57,0.81,13,94
INDO_00262,Instagram,Wisata & Travel,"Permisi, Bapak/Ibu, sampai harus komplain dua kali gara-gara paket tur ke Raja Ampat, sungguh.",negatif,sedih,0.53,semi-formal,False,Indonesia,tinggi,True,2026-03-14 14:33:53,0.76,14,94
INDO_00427,YouTube,Makanan & Minuman,Tidak ada yang berbeda dari kopi hitam tubruk dibanding hari-hari sebelumnya. min,netral,netral,0.33,formal,False,Indonesia,sedang,True,2026-02-01 08:52:23,0.84,12,81
INDO_00006,Twitter,Produk/E-commerce,"Gadget elektronik murah bagus sekali, di luar dugaan, packaging-nya impressive.",positif,terkejut,0.71,informal,True,Indo-English,rendah,False,2026-04-15 17:41:18,0.81,10,79
INDO_00117,Instagram,Produk/E-commerce,"Produk kecantikan yang lagi viral ternyata bagus sekali, di luar dugaan. ✨",positif,terkejut,0.61,informal,False,Indonesia,sedang,False,2026-04-13 23:37:38,0.84,12,74
INDO_00046,TikTok,Wisata & Travel,Kawasan Malioboro sesuai ekspektasi. sumpah bener,positif,senang,0.75,formal,False,Indonesia,sedang,False,2026-01-01 02:39:54,0.89,6,49
INDO_00017,TikTok,Makanan & Minuman,"Kopi hitam tubruk ternyata bagus sekali, seneng banget jujur, delivery-nya impressive. parah sih",positif,senang,0.7,informal,True,Indo-English,sedang,False,2026-04-27 07:17:02,0.74,13,96
INDO_00463,YouTube,Hiburan & Film,"Film animasi buatan studio lokal tidak ada perubahan berarti, delivery-nya so-so.",netral,netral,0.28,informal,True,Indo-English,sedang,False,2026-03-04 22:40:36,0.83,11,81
INDO_00358,YouTube,Wisata & Travel,"Pantai Kuta di Bali berjalan sesuai standar, packaging-nya nothing special.",netral,netral,0.1,semi-formal,True,Indo-English,sedang,False,2026-04-05 21:04:03,0.85,10,75
INDO_00004,YouTube,Hiburan & Film,Film layar lebar akhir pekan ini memuaskan banget.,positif,senang,0.92,informal,False,Indonesia,sedang,False,2026-01-04 18:46:05,0.86,8,50
INDO_00219,TikTok,Wisata & Travel,"""Terbaik"", katanya. Wisata budaya di Toraja ternyata mengecewakan, overall quality-nya a waste of money.",negatif,sedih,0.81,semi-formal,True,Indo-English,sedang,False,2026-01-22 17:20:28,0.83,14,104
INDO_00406,Instagram,Makanan & Minuman,"Kue kering buatan rumahan tidak ada perubahan berarti, biasa-biasa saja, packaging-nya nothing special. 🙏",netral,netral,0.3,semi-formal,True,Indo-English,rendah,False,2026-03-12 11:36:46,0.77,14,105
INDO_00061,TikTok,Wisata & Travel,"Resort tepi pantai di Lombok sama sekali tidak mengecewakan, malah memuaskan banget, experience-nya so good. parah sih",positif,senang,0.94,informal,True,Indo-English,rendah,False,2026-03-01 17:07:10,0.97,17,118
INDO_00111,Twitter,Wisata & Travel,"Rute road trip Trans-Sumatra bagus sekali, di luar dugaan, packaging-nya amazing.",positif,senang,0.96,informal,True,Indo-English,rendah,False,2026-02-16 11:55:43,0.94,11,81
INDO_00319,YouTube,Produk/E-commerce,"Produk kecantikan yang lagi viral mengecewakan banget, packaging-nya overrated. min",negatif,sedih,0.77,semi-formal,True,Indo-English,rendah,False,2026-01-12 05:57:03,0.82,10,83
INDO_00429,Twitter,Wisata & Travel,Spot foto di Nusa Penida tidak ada perubahan berarti. #curhat,netral,netral,0.01,semi-formal,False,Indonesia,sedang,False,2026-02-16 18:32:34,0.87,10,61
INDO_00030,YouTube,Sosial & Politik,"Diskusi soal reformasi birokrasi sama sekali tidak mengecewakan, malah memuaskan banget, bikin senyum sendiri, delivery-nya impressive.",positif,senang,0.85,informal,True,Indo-English,rendah,False,2026-04-21 04:04:29,0.87,16,135
INDO_00438,TikTok,Sosial & Politik,"Program vaksinasi nasional berjalan seperti hari-hari biasa saja, sungguh, experience-nya okay-ish. parah sih",netral,netral,0.26,semi-formal,True,Indo-English,sedang,True,2026-01-16 07:02:04,0.81,13,109
INDO_00472,YouTube,Sosial & Politik,"Mohon maaf sebelumnya, pihak terkait, program bantuan sosial pemerintah berjalan sesuai standar, ya standar aja sih.",netral,netral,0.27,formal,False,Indonesia,tinggi,False,2026-01-17 15:10:26,0.77,16,116
INDO_00027,Twitter,Hiburan & Film,Channel YouTube gaming lokal memuaskan banget.,positif,terkejut,0.71,informal,False,Indonesia,rendah,False,2026-04-05 08:52:46,0.91,6,46
INDO_00008,Twitter,Wisata & Travel,"Wisata budaya di Toraja memuaskan banget, experience-nya so good.",positif,senang,0.87,informal,True,Indo-English,rendah,False,2026-01-14 10:33:13,0.92,9,65
INDO_00454,YouTube,Makanan & Minuman,"Seblak pedas level lima tidak ada perubahan berarti, experience-nya okay-ish.",netral,netral,0.23,formal,True,Indo-English,sedang,False,2026-04-14 10:35:26,0.91,10,77
INDO_00109,TikTok,Layanan,"Jasa laundry kiloan memuaskan banget, seneng banget jujur.",positif,senang,0.78,semi-formal,False,Indonesia,sedang,False,2026-01-25 10:05:11,0.98,8,58
INDO_00038,Twitter,Sosial & Politik,"Kebijakan kerja dari rumah bagus sekali, di luar dugaan, packaging-nya so good. #curhat",positif,senang,0.93,informal,True,Indo-English,rendah,False,2026-01-25 22:20:51,0.76,13,87
INDO_00158,TikTok,Sosial & Politik,"Wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan, seneng banget jujur, overall quality-nya amazing.",positif,senang,0.73,informal,True,Indo-English,rendah,False,2026-04-03 06:58:35,0.76,15,119
INDO_00490,TikTok,Produk/E-commerce,"Peralatan dapur multifungsi berjalan sesuai standar, biasa-biasa saja, overall quality-nya so-so. wkwk",netral,netral,0.18,informal,True,Indo-English,rendah,False,2026-04-17 18:16:13,0.84,12,102
INDO_00119,TikTok,Wisata & Travel,"Dengan hormat, Admin, sudah yang ketiga kalinya saya balik lagi ke kawasan Malioboro. parah sih",positif,terkejut,0.96,semi-formal,False,Indonesia,tinggi,True,2026-02-02 01:32:50,0.83,15,95
INDO_00115,YouTube,Makanan & Minuman,"Warung makan Padang memuaskan banget, experience-nya impressive. min",positif,senang,0.97,informal,True,Indo-English,sedang,False,2026-02-21 11:15:12,0.97,8,68
INDO_00176,Instagram,Produk/E-commerce,"Sudah tiga hari menunggu kabar soal kamera mirrorless entry level, belum ada respons apa pun, customer service-nya disappointing.",negatif,jijik,0.61,informal,True,Indo-English,rendah,True,2026-04-13 11:08:17,0.73,18,129
INDO_00374,Instagram,Wisata & Travel,"Air terjun Sipiso-piso tidak ada perubahan berarti, packaging-nya so-so. 🙏",netral,netral,0.02,informal,True,Indo-English,rendah,False,2026-04-28 18:55:57,0.79,10,74
INDO_00182,TikTok,Produk/E-commerce,"""Terbaik"", katanya. Tas ransel anti air ternyata mengecewakan. sumpah bener",negatif,sedih,0.77,informal,False,Indonesia,rendah,False,2026-03-24 03:57:56,0.85,10,75
INDO_00145,Instagram,Makanan & Minuman,Restoran seafood pinggir jalan memuaskan banget. ✨,positif,senang,0.63,informal,False,Indonesia,rendah,False,2026-02-11 03:03:04,0.73,7,50
INDO_00370,TikTok,Hiburan & Film,"Festival film independen tahun ini berjalan sesuai standar, packaging-nya nothing special. wkwk",netral,netral,0.19,informal,True,Indo-English,rendah,False,2026-04-15 17:18:06,0.82,12,95
INDO_00391,YouTube,Makanan & Minuman,"Kopi hitam tubruk tidak ada perubahan berarti, ya standar aja sih.",netral,netral,0.28,semi-formal,False,Indonesia,sedang,False,2026-02-09 01:25:54,0.91,11,66
INDO_00196,YouTube,Wisata & Travel,"Homestay di Kawah Ijen ternyata mengecewakan, jujur bikin kecewa. btw",negatif,sedih,0.66,informal,False,Indonesia,rendah,False,2026-03-02 12:42:11,0.94,10,69
INDO_00405,YouTube,Produk/E-commerce,"Kursi gaming ergonomis berjalan sesuai standar, experience-nya nothing special.",netral,netral,0.11,semi-formal,True,Indo-English,sedang,False,2026-03-19 11:26:19,0.8,9,79
INDO_00276,Instagram,Hiburan & Film,"Mohon maaf sebelumnya, Bapak/Ibu, sudah tiga hari menunggu kabar soal channel YouTube gaming lokal, belum ada respons apa pun. 🙏",negatif,marah,0.56,semi-formal,False,Indonesia,tinggi,True,2026-03-14 12:15:56,0.82,20,128
INDO_00455,YouTube,Sosial & Politik,"Wacana perubahan kurikulum sekolah berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.17,semi-formal,True,Indo-English,sedang,False,2026-03-27 01:41:39,0.84,12,100
INDO_00142,Instagram,Layanan,Layanan pengaduan pelanggan memuaskan banget. ✨,positif,terkejut,0.84,informal,False,Indonesia,sedang,False,2026-04-11 12:04:41,0.78,6,47
INDO_00366,Instagram,Makanan & Minuman,"Kopi susu kekinian berjalan sesuai standar, ya standar aja sih. 🙏",netral,netral,0.11,semi-formal,False,Indonesia,sedang,False,2026-03-29 16:04:40,0.78,11,65
INDO_00068,YouTube,Wisata & Travel,Jalur pendakian Gunung Bromo memuaskan banget. min,positif,senang,0.92,informal,False,Indonesia,rendah,False,2026-01-24 11:55:13,0.73,7,50
INDO_00211,YouTube,Layanan,"Sampai harus komplain dua kali gara-gara layanan bank digital, customer service-nya not worth it.",negatif,jijik,0.77,semi-formal,True,Indo-English,rendah,True,2026-02-18 03:19:26,0.84,14,97
INDO_00169,Instagram,Produk/E-commerce,"Produk kecantikan yang lagi viral sama sekali tidak sesuai, bikin kecewa banget, kurang nyaman rasanya.",negatif,jijik,0.6,semi-formal,False,Indonesia,sedang,False,2026-02-13 15:09:55,0.73,15,103
INDO_00494,Instagram,Hiburan & Film,"Acara stand-up comedy semalam tidak ada perubahan berarti, overall quality-nya nothing special. 😊",netral,netral,0.15,formal,True,Indo-English,rendah,False,2026-01-13 10:22:56,0.79,13,97
INDO_00376,YouTube,Hiburan & Film,"Webtoon yang lagi hits tidak ada perubahan berarti, seperti biasa saja, delivery-nya okay-ish.",netral,netral,0.32,semi-formal,True,Indo-English,rendah,False,2026-03-07 15:35:34,0.93,13,94
INDO_00401,YouTube,Produk/E-commerce,"Gadget elektronik murah datang tepat waktu seperti biasanya, delivery-nya just average.",netral,netral,0.17,formal,True,Indo-English,sedang,True,2026-01-05 02:01:36,0.88,11,87
INDO_00273,Instagram,Hiburan & Film,"Drama seri yang lagi viral sama sekali tidak sesuai, bikin kecewa banget. 😊",negatif,marah,0.79,informal,False,Indonesia,sedang,False,2026-04-25 05:43:02,0.82,13,75
INDO_00110,Instagram,Sosial & Politik,Program bantuan sosial pemerintah memuaskan banget. ✨,positif,senang,1,semi-formal,False,Indonesia,rendah,False,2026-04-18 13:27:41,0.97,7,53
INDO_00249,YouTube,Wisata & Travel,"Spot foto di Nusa Penida mengecewakan banget, delivery-nya disappointing.",negatif,sedih,0.75,formal,True,Indo-English,rendah,False,2026-02-14 16:24:44,0.79,9,73
INDO_00146,Twitter,Sosial & Politik,"Program literasi digital nasional bagus sekali, di luar dugaan, delivery-nya amazing. #review",positif,terkejut,0.83,informal,True,Indo-English,rendah,False,2026-04-25 06:19:46,0.83,12,93
INDO_00093,YouTube,Hiburan & Film,"Film animasi buatan studio lokal sesuai ekspektasi, experience-nya amazing. min",positif,senang,0.97,informal,True,Indo-English,rendah,False,2026-02-12 18:17:14,0.9,10,79
INDO_00153,YouTube,Wisata & Travel,Sudah yang ketiga kalinya aku balik lagi ke kawasan Malioboro.,positif,senang,0.85,informal,False,Indonesia,sedang,True,2026-01-02 09:30:42,0.84,10,62
INDO_00368,YouTube,Hiburan & Film,"Serial anime yang lagi tayang berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.15,semi-formal,True,Indo-English,sedang,False,2026-01-14 18:51:06,0.88,13,95
INDO_00468,YouTube,Produk/E-commerce,"Rice cooker mini berjalan seperti hari-hari biasa saja, sungguh, experience-nya so-so.",netral,netral,0.2,semi-formal,True,Indo-English,sedang,True,2026-01-12 10:22:17,0.81,11,86
INDO_00084,Instagram,Sosial & Politik,"Terima kasih sebelumnya, Admin, langsung saya rekomendasikan program bantuan sosial pemerintah ke semua teman dekat.",positif,terkejut,0.72,semi-formal,False,Indonesia,tinggi,True,2026-02-14 10:56:45,0.9,15,116
INDO_00246,Twitter,Makanan & Minuman,"Sampai harus komplain dua kali gara-gara kopi susu kekinian, delivery-nya overrated. #curhat",negatif,marah,0.68,semi-formal,True,Indo-English,rendah,True,2026-01-14 02:06:29,0.76,12,92
INDO_00166,YouTube,Sosial & Politik,"Isu lingkungan di kota besar sama sekali tidak mengecewakan, malah memuaskan banget, packaging-nya highly recommended. btw",positif,senang,0.95,formal,True,Indo-English,rendah,False,2026-01-07 02:23:41,0.84,16,122
INDO_00164,YouTube,Wisata & Travel,"Desa wisata di Kintamani sama sekali tidak mengecewakan, malah memuaskan banget, delivery-nya highly recommended.",positif,terkejut,0.69,semi-formal,True,Indo-English,sedang,False,2026-03-06 03:54:30,0.97,14,113
INDO_00200,YouTube,Hiburan & Film,Sinetron yang lagi tayang ternyata mengecewakan.,negatif,sedih,0.61,informal,False,Indonesia,sedang,False,2026-01-14 18:13:09,0.81,6,48
INDO_00229,YouTube,Wisata & Travel,"Trip ke Pulau Komodo tidak sesuai yang dijanjikan, experience-nya a waste of money.",negatif,sedih,0.79,informal,True,Indo-English,rendah,False,2026-04-10 20:08:28,0.7,13,83
INDO_00075,TikTok,Hiburan & Film,Festival film independen tahun ini memuaskan banget. parah sih,positif,senang,0.79,informal,False,Indonesia,rendah,False,2026-02-16 05:10:55,0.83,9,62
INDO_00479,Twitter,Layanan,"Layanan streaming musik berjalan sesuai standar, ya standar aja sih.",netral,netral,0.26,informal,False,Indonesia,sedang,False,2026-02-24 01:47:53,0.77,10,68
INDO_00359,YouTube,Makanan & Minuman,Kopi susu kekinian berjalan sesuai standar. btw,netral,netral,0.01,semi-formal,False,Indonesia,sedang,False,2026-04-05 06:11:43,0.84,7,47
INDO_00251,YouTube,Wisata & Travel,"Trip ke Pulau Komodo mengecewakan banget, agak nyesek juga, delivery-nya so bad. btw",negatif,sedih,0.86,informal,True,Indo-English,rendah,False,2026-02-11 14:24:57,0.85,13,84
INDO_00120,YouTube,Layanan,"Layanan antar makanan online bagus sekali, di luar dugaan, delivery-nya amazing.",positif,senang,0.64,informal,True,Indo-English,rendah,False,2026-04-15 17:00:44,0.76,11,80
INDO_00311,YouTube,Makanan & Minuman,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara kopi susu kekinian.",negatif,sedih,0.72,informal,False,Indonesia,tinggi,True,2026-01-26 16:37:04,0.77,12,86
INDO_00300,YouTube,Layanan,"Layanan internet provider ternyata mengecewakan, jujur bikin kecewa, delivery-nya overrated. btw",negatif,sedih,0.77,informal,True,Indo-English,sedang,False,2026-04-21 21:15:13,0.81,11,96
INDO_00256,YouTube,Hiburan & Film,"Mohon maaf sebelumnya, Saudara/i, sudah tiga hari menunggu kabar soal review film yang lagi ramai dibahas, belum ada respons apa pun, packaging-nya so bad.",negatif,sedih,0.71,informal,True,Indo-English,tinggi,True,2026-04-22 21:20:27,0.78,24,155
INDO_00355,YouTube,Layanan,"Customer service e-commerce tidak ada perubahan berarti, overall quality-nya okay-ish. btw",netral,netral,0.13,formal,True,Indo-English,sedang,False,2026-04-02 18:48:23,0.82,11,90
INDO_00400,YouTube,Produk/E-commerce,"Rice cooker mini berjalan sesuai standar, delivery-nya okay-ish. btw",netral,netral,0.02,semi-formal,True,Indo-English,rendah,False,2026-02-17 04:26:57,0.92,9,68
INDO_00226,TikTok,Produk/E-commerce,Kursi gaming ergonomis tidak sesuai yang dijanjikan. parah sih,negatif,sedih,0.69,informal,False,Indonesia,sedang,False,2026-04-02 20:12:49,0.95,9,62
INDO_00354,YouTube,Makanan & Minuman,"Kue kering buatan rumahan berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.05,informal,True,Indo-English,sedang,False,2026-03-21 01:02:12,0.77,12,91
INDO_00235,Instagram,Wisata & Travel,Kapal wisata di Labuan Bajo ternyata mengecewakan. ✨,negatif,sedih,0.84,informal,False,Indonesia,sedang,False,2026-02-06 23:22:28,0.92,8,52
INDO_00383,Instagram,Hiburan & Film,"Webtoon yang lagi hits berjalan sesuai standar, packaging-nya so-so. ✨",netral,netral,0.12,formal,True,Indo-English,sedang,False,2026-01-19 07:35:24,0.78,10,70
INDO_00275,YouTube,Wisata & Travel,Kebun teh di Puncak tidak sesuai yang dijanjikan. btw,negatif,sedih,0.83,semi-formal,False,Indonesia,sedang,False,2026-01-19 19:43:49,0.73,9,53
INDO_00037,Twitter,Makanan & Minuman,"Mie ayam legendaris bagus sekali, di luar dugaan.",positif,terkejut,0.82,informal,False,Indonesia,sedang,False,2026-03-25 16:50:38,0.72,8,49
INDO_00197,Twitter,Hiburan & Film,"Channel YouTube gaming lokal sama sekali tidak sesuai, bikin kecewa banget. #curhat",negatif,sedih,0.78,informal,False,Indonesia,sedang,False,2026-03-10 19:08:46,0.73,12,83
INDO_00140,TikTok,Produk/E-commerce,"Rice cooker mini bagus sekali, di luar dugaan, experience-nya so good.",positif,senang,0.9,semi-formal,True,Indo-English,rendah,False,2026-03-24 06:01:10,0.83,11,70
INDO_00365,Instagram,Wisata & Travel,"Air terjun Sipiso-piso berjalan sesuai standar, customer service-nya nothing special. 🙏",netral,netral,0.16,formal,True,Indo-English,sedang,False,2026-03-21 19:52:31,0.89,11,87
INDO_00245,TikTok,Layanan,"Tidak ada tindak lanjut sama sekali soal jasa servis kendaraan sampai sekarang, sungguh.",negatif,marah,0.61,formal,False,Indonesia,sedang,True,2026-04-01 16:29:33,0.86,13,88
INDO_00440,TikTok,Wisata & Travel,"Trip ke Pulau Komodo berjalan sesuai standar, ya standar aja sih. sumpah bener",netral,netral,0.12,formal,False,Indonesia,sedang,False,2026-01-11 12:27:21,0.9,13,78
INDO_00287,Instagram,Wisata & Travel,"""Cepat"" sekali katanya. Kebun teh di Puncak ternyata mengecewakan.",negatif,sedih,0.74,informal,False,Indonesia,rendah,False,2026-01-20 02:39:37,0.8,9,66
INDO_00060,TikTok,Layanan,"Layanan internet provider ternyata memuaskan, seneng banget jujur.",positif,senang,0.8,semi-formal,False,Indonesia,sedang,False,2026-01-12 18:28:31,0.85,8,66
INDO_00112,TikTok,Hiburan & Film,"Konser musik indie kemarin malam memuaskan banget, rasanya senang banget, customer service-nya worth it. sumpah bener",positif,senang,0.85,informal,True,Indo-English,sedang,False,2026-03-20 04:21:04,0.9,16,117
INDO_00090,YouTube,Hiburan & Film,Drama seri yang lagi viral memuaskan banget. min,positif,senang,0.87,informal,False,Indonesia,rendah,False,2026-03-07 21:15:53,0.81,8,48
INDO_00437,TikTok,Layanan,"Tidak ada yang berbeda dari customer service maskapai dibanding hari-hari sebelumnya, delivery-nya nothing special.",netral,netral,0.23,formal,True,Indo-English,sedang,True,2026-01-22 05:13:50,0.95,14,115
INDO_00007,YouTube,Wisata & Travel,"Candi Borobudur memuaskan banget, delivery-nya impressive. min",positif,senang,0.84,semi-formal,True,Indo-English,sedang,False,2026-02-18 06:49:21,0.91,7,62
INDO_00361,YouTube,Makanan & Minuman,Kopi hitam tubruk tidak ada perubahan berarti.,netral,netral,0.05,informal,False,Indonesia,sedang,False,2026-02-07 04:52:28,0.82,7,46
INDO_00347,Twitter,Hiburan & Film,"Tidak ada yang berbeda dari film animasi buatan studio lokal dibanding hari-hari sebelumnya, overall quality-nya nothing special.",netral,netral,0,semi-formal,True,Indo-English,sedang,True,2026-02-06 22:26:15,0.92,17,129
INDO_00339,YouTube,Produk/E-commerce,Smartphone rilisan terbaru tidak ada perubahan berarti. min,netral,netral,0.22,informal,False,Indonesia,sedang,False,2026-04-15 03:16:21,0.9,8,59
INDO_00159,TikTok,Layanan,"Layanan reservasi hotel online sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it. wkwk",positif,senang,0.84,informal,True,Indo-English,rendah,False,2026-03-29 02:41:26,0.8,16,122
INDO_00151,TikTok,Layanan,Helpdesk teknis kampus ternyata memuaskan.,positif,senang,0.95,informal,False,Indonesia,sedang,False,2026-01-28 05:17:48,0.76,5,42
INDO_00178,TikTok,Makanan & Minuman,"Gudeg khas Jogja sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya overrated. wkwk",negatif,marah,0.82,informal,True,Indo-English,sedang,False,2026-03-23 22:06:39,0.71,14,99
INDO_00394,Twitter,Wisata & Travel,"Jalur pendakian Gunung Bromo tidak ada perubahan berarti, overall quality-nya nothing special. #review",netral,netral,0.3,formal,True,Indo-English,sedang,False,2026-02-05 15:06:58,0.84,13,102
INDO_00185,Instagram,Wisata & Travel,"Wah, ""hebat"" sekali. Kapal wisata di Labuan Bajo mengecewakan banget. 🙏",negatif,sedih,0.93,formal,False,Indonesia,rendah,False,2026-02-24 02:06:52,0.86,11,71
INDO_00450,YouTube,Produk/E-commerce,Kursi gaming ergonomis tidak ada perubahan berarti.,netral,netral,0.35,semi-formal,False,Indonesia,sedang,False,2026-03-31 20:00:11,0.81,7,51
INDO_00011,Twitter,Layanan,Jasa servis kendaraan ternyata bagus sekali.,positif,senang,0.69,informal,False,Indonesia,sedang,False,2026-02-18 12:10:56,0.85,6,44
INDO_00381,YouTube,Produk/E-commerce,"Produk fashion dari online shop berjalan sesuai standar, biasa-biasa saja, experience-nya so-so.",netral,netral,0.06,semi-formal,True,Indo-English,rendah,False,2026-01-15 15:19:08,0.78,12,96
INDO_00104,TikTok,Makanan & Minuman,Warung makan Padang tetap terasa menyenangkan.,positif,senang,1,informal,False,Indonesia,rendah,False,2026-03-28 01:08:20,0.83,6,46
